n_players,price,base_price,Q,Qs_per_player,eq_tput
6,"[0.7011611624455586, 0.543171623762176, 0.589005903874049, 0.6629507290627584, 0.5812264461392666, 0.4576748701875171]",0.5799178595014888,111,"[1, 28, 16, 1, 17, 48]",71.6720793012705
6,"[0.7264494134642748, 0.7480619845743844, 0.7465181288622017, 0.8343521678603497, 0.6404070784662026, 0.8115519227092156]",0.7453601906480835,75,"[15, 7, 7, 1, 44, 1]",57.340634260764766
6,"[0.6844233181397841, 0.420511353036377, 0.31742206623360714, 0.3923702256889888, 0.6003345160738958, 0.5637809964052037]",0.5895920645036873,135,"[1, 33, 59, 40, 1, 1]",73.9292301407136
6,"[0.6103693762223645, 0.5433241671178635, 0.46025117646159885, 0.6226577751894401, 0.5522207390009946, 0.6411742254170143]",0.6062426054923777,112,"[9, 27, 47, 5, 23, 1]",71.87396249579308
6,"[0.7551276571193887, 0.6519297997114853, 0.6418470250237388, 0.893071056034875, 0.8043171262385403, 0.8054565829018518]",0.766888094491232,79,"[1, 36, 39, 1, 1, 1]",59.49020824394932
6,"[0.6538377200141905, 0.5906550597860301, 0.6917152539762396, 0.8481015802614645, 0.687549075958676, 0.608127314119989]",0.640794800638633,95,"[17, 36, 5, 1, 6, 30]",66.85188589821279
6,"[0.8079066093456734, 0.848057700292147, 0.8555384184902558, 0.672167383220048, 0.6661633608553725, 0.7414454826601945]",0.7074726546316038,77,"[1, 1, 1, 32, 34, 8]",58.42916241823073
6,"[0.599649751865805, 0.6911009613013759, 1.0010586632487204, 0.5421740453445418, 0.895312857261586, 0.7818072932023477]",0.7960874893573725,94,"[35, 5, 1, 51, 1, 1]",66.45789309314367
6,"[0.7517390183659539, 0.7948690874091346, 0.6392809020439146, 0.910188308244226, 0.7223286555923282, 0.7219988078711872]",0.7361776043424821,77,"[4, 1, 43, 1, 14, 14]",58.42916241823073
6,"[0.7271931791523272, 0.60993691622171, 0.6622721543228656, 0.5356732611078858, 0.6769823523343677, 0.790026430526175]",0.7422843108133277,97,"[1, 28, 12, 49, 6, 1]",67.60978195821914
